"Data";"A25 - Delft3D";"A25 - Model A";"A25 - Model B";"A35 - Delft3D";"A35 - Model A";"A35 - Model B";"B12 - Delft3D";"B12 - Model A";"B12 - Model B";"T25 - Delft3D";"T25 - Model A";"T25 - Model B";"T35 - Delft3D";"T35 - Model A";"T35 - Model B"
2012-03-14;0,1274199;0,0475604052166602;0,119853022757353;0,149454;0,0737820239747961;0,185937152987893;0,061103;0,0269769740310041;0,0679120119288154;0,10163719;0,0411398853972812;0,10365856855269;0,09820495;0,0533334776592951;0,134428875579056
2012-03-15;0,1270049;0,0475531264738481;0,119737987545627;0,149593;0,0737707322211994;0,185758689702589;0,0610425;0,0269728454190857;0,0678467351704598;0,1012597;0,0411335892641057;0,103559073756186;0,09816451;0,0533253153935324;0,134299852143948
2012-03-16;0,1260942;0,0472648983539284;0,119408163256612;0,15115;0,0733235944401555;0,185247008039296;0,0614922;0,0268093581134024;0,0676599529809237;0,1004942;0,0408842711229386;0,1032738125555;0,09897861;0,0530021009901965;0,133929917904561
2012-03-17;0,1250339;0,047029464380329;0,119182430601694;0,150121;0,0729583579581394;0,184896810655129;0,0611345;0,0266758164380766;0,0675320978979824;0,09968712;0,0406806200680668;0,103078577253826;0,09835776;0,0527380890980774;0,133676733663944
2012-03-18;0,1249532;0,0472889333240962;0,119107897264933;0,150252;0,0733608806814538;0,184781179986879;0,0611858;0,0268229911083926;0,0674895612832951;0,09962682;0,0409050614402987;0,103014111489452;0,09844224;0,0530290534212922;0,133593137475818
2012-03-19;0,1236895;0,0470742059101422;0,118834012639562;0,148882;0,0730277669678042;0,184356280391759;0,0606372;0,0267011945037676;0,0673343989731161;0,09862973;0,0407193216182455;0,102777230718957;0,09753927;0,0527882615339484;0,133285945162151
2012-03-20;0,1215223;0,0469726772379251;0,118610676578528;0,145727;0,0728702621926971;0,184009800602024;0,0594363;0,0266436059205474;0,0672077956248922;0,09693568;0,0406314990288347;0,102584068264977;0,0955418;0,0526744089049222;0,133035449066398
2012-03-21;0,1231744;0,0469989691500987;0,118451135202243;0,14613;0,072911049702507;0,183762290252696;0,0595651;0,0266585190868399;0,0671172521759564;0,09820078;0,0406542416074308;0,102446080054808;0,09576617;0,0527038922346824;0,132856506183974
2012-03-22;0,1263829;0,0467759179609698;0,11824339241003;0,146921;0,072565023042117;0,183440001796117;0,059789;0,0265320011122914;0,0669996126878303;0,10064069;0,0404613016962444;0,102266403996325;0,09619775;0,0524537661990001;0,132623499659472
2012-03-23;0,1245536;0,0464808953498165;0,117914665205254;0,148313;0,0721073447429087;0,182930021252835;0,0601295;0,0263646598694365;0,0668134582988991;0,09914306;0,0402061063008906;0,101982090533818;0,09682929;0,0521229325618759;0,132254795251067
2012-03-24;0,1236426;0,0465509475496585;0,117815412838901;0,149109;0,0722160190291072;0,182776041894993;0,0603169;0,0264043945261818;0,0667570961319583;0,09838647;0,0402667016524272;0,101896245597229;0,0971875;0,0522014879782614;0,132143473260006
2012-03-25;0,1227051;0,0463946941998521;0,117613317783653;0,148112;0,0719736180581937;0,182462514413833;0,0598988;0,0263157652863597;0,0666426283736335;0,09763657;0,0401315420616985;0,101721453972788;0,09651122;0,0520262679711331;0,13191680074443
2012-03-26;0,1227216;0,0462450292163325;0,117409772533274;0,147216;0,0717414378370217;0,182146737109279;0,0595475;0,0262308730665527;0,0665273306138882;0,09763752;0,0400020814264929;0,101545408323272;0,09593914;0,0518584360525748;0,131688501668115
2012-03-27;0,1224773;0,04611217436324;0,117210234118233;0,147119;0,0715353357251625;0,181837176394494;0,0594671;0,026155515804447;0,0664142882616203;0,09742626;0,0398871616017816;0,10137282837877;0,09582643;0,0517094547453917;0,131464697074646
2012-03-28;0,1222525;0,0459100988362935;0,116973875868887;0,147817;0,0712218493007729;0,181470494211941;0,0596642;0,0260408955395879;0,0662804300047098;0,09722277;0,0397123656978715;0,101168403212639;0,09618066;0,0514828504817653;0,131199594651485
2012-03-29;0,1215257;0,0458531499936194;0,116801456654817;0,149076;0,0711335026843728;0,181203005952524;0,060012;0,0260085933032442;0,0661826929824658;0,09660428;0,0396631047874473;0,101019277556037;0,09680023;0,0514189889605137;0,131006207725184
2012-03-30;0,1215098;0,0457508878446933;0,116591152797629;0,150117;0,0709748600426752;0,180876744460276;0,0603816;0,0259505886810513;0,0660635482067465;0,09658571;0,0395746477386031;0,10083738655926;0,09741941;0,0513043138224383;0,130770328741598
2012-03-31;0,1203289;0,0456896871238615;0,116476043105567;0,148363;0,0708799173475673;0,180698164783433;0,0597023;0,0259158747157467;0,0659983203641974;0,09565662;0,0395217089415137;0,10073782676706;0,09629828;0,0512356843130313;0,130641220846612
2012-04-01;0,1194425;0,0455202700915364;0,116307385623794;0,146848;0,0706170951221508;0,180436512711589;0,059129;0,0258197788380808;0,0659028278136418;0,09496376;0,0393751627280731;0,100591954468946;0,0953478;0,0510457027628856;0,130452053017764
2012-04-02;0,1190201;0,0453954363822596;0,116064531532195;0,146026;0,0704234364750311;0,180059753847999;0,0588168;0,0257489712888597;0,0657652643476888;0,09463255;0,0392671812155109;0,100381911158397;0,09483103;0,0509057162380755;0,130179665271691
2012-04-03;0,1189312;0,0453831064526508;0,115960499511608;0,144653;0,0704043086488939;0,179898359759788;0,0583069;0,0257419775681513;0,0657062696826616;0,09456084;0,0392565157914308;0,100291932230159;0,09398548;0,0508918896522352;0,130062982214293
2012-04-04;0,1200296;0,0456115625220369;0,11589095511419;0,143734;0,0707587200781457;0,179790468543388;0,0579664;0,0258715612717169;0,0656666383264562;0,09540651;0,0394541309393682;0,100231781407508;0,09342361;0,0511480766341843;0,129984981128134
2012-04-05;0,1211382;0,0456461417314121;0,115816432719514;0,14356;0,0708123639452139;0,179674854750671;0,0578872;0,02589117511708;0,0656243403211417;0,09625409;0,039484042053547;0,100167324872643;0,09330181;0,0511868532064673;0,129901396466162
2012-04-06;0,1215249;0,045584419039419;0,115682949898659;0,143692;0,070716611499042;0,179467771516682;0,0579027;0,0258561650819166;0,0655487355626363;0,09653606;0,0394306517499228;0,100051874414526;0,09333724;0,0511176383669492;0,129751680964298
2012-04-07;0,1210181;0,0454336448239989;0,115529520454451;0,145553;0,0704827104898679;0,17922974326891;0,058528;0,0257706436891656;0,065461866082927;0,09611673;0,0393002316259775;0,0999191725985661;0,09439467;0,0509485625734804;0,129579592745595
2012-04-08;0,1204586;0,0454179584685793;0,115355360642616;0,146602;0,0704583757297586;0,178959554445425;0,0588414;0,0257617461534766;0,0653631503767176;0,09564877;0,0392866628840518;0,0997685414438273;0,09494275;0,0509309721454233;0,129384253318636
2012-04-09;0,1200471;0,0453835873330426;0,115247681846355;0,146637;0,0704050546544932;0,178792502117764;0,0588169;0,0257422503307105;0,0653021263813645;0,09531262;0,0392569317543335;0,0996754084327803;0,09491331;0,0508924289038146;0,12926347947252
2012-04-10;0,1191448;0,0455910545589269;0,115262205688745;0,145894;0,0707269053991293;0,178815031372779;0,0585203;0,0258599288479449;0,0653101669504;0,09460461;0,0394363914931159;0,09968796591311;0,09442304;0,0511250793323871;0,129279769821613
2012-04-11;0,1194412;0,0454398337705983;0,11502468649719;0,146305;0,0704923116066854;0,178446547628765;0,0586847;0,025774154152353;0,0651756703283829;0,09484021;0,0393055850823383;0,0994825365305463;0,09469393;0,0509555027592019;0,129013364782495
2012-04-12;0,1186196;0,0455692332454043;0,115009901815181;0,145331;0,0706930532763363;0,178423608736546;0,0582945;0,0258475514721522;0,0651671652938531;0,09419021;0,0394175159950321;0,0994697460694843;0,09405129;0,0511006092604449;0,128996782435298
2012-04-13;0,1181442;0,0456420066461184;0,114999185027165;0,144443;0,0708059490511253;0,178406980032715;0,0579452;0,0258888296347807;0,0651610412907093;0,09381161;0,0394804651930406;0,0994604735474349;0,09347471;0,0511822161879615;0,128984762229417
2012-04-14;0,119761;0,0454782482776176;0,114771171433938;0,143911;0,0705519052973818;0,178053241910372;0,0577578;0,0257959434359714;0,0650319187393192;0,0950628;0,0393388137398563;0,0992632651887589;0,09316869;0,0509985801729154;0,128729018010053
2012-04-15;0,1197624;0,0453557526781396;0,114645480120321;0,145139;0,0703618738370459;0,177858243936748;0,05818;0,0257264620976402;0,0649607323133362;0,09504953;0,0392328546989012;0,0991545533572195;0,0938809;0,0508612155670346;0,128588039925353
2012-04-16;0,1188663;0,0454680327089733;0,114550514441571;0,1454;0,0705360575490879;0,177710912449356;0,0582164;0,0257901490124636;0,0649067982100802;0,0943282;0,0393299772440069;0,0990724152598809;0,09395999;0,0509871245976405;0,128481524193382
2012-04-17;0,1186214;0,0453990402934381;0,114364222791105;0,145539;0,07042902734121;0,177421900918229;0,0582639;0,0257510154812468;0,0648012540725789;0,09413771;0,0392702986089013;0,0989112918151234;0,09403534;0,0509097576064249;0,128272576244041
