"";"Jurumirim";"Chavantes";"Capivara"
"1";0,001;0,001;0,001
"2";0,00132276624248136;0,00147857019785133;0,00133701628939182
"3";0,00163375082227401;0,0019443904221332;0,00162724260308393
"4";0,00196068340349946;0,00269801198218135;0,00221737587409337
"5";0,00260462774495524;0,00299746188632675;0,00259802232459637
"6";0,00286307760866042;0,00304077071078452;0,00288072681790302
"7";0,00306737931412508;0,00340324442931726;0,00326613242258666
"8";0,00328875299974099;0,00390449586050332;0,00358265676718648
"9";0,00375541445292517;0,00656295928741738;0,00384700134523768
"10";0,00421448037464672;0,00727084480761129;0,00435820525540862
"11";0,00435099219887228;0,00777605039865467;0,00483995619380487
"12";0,00462054132972678;0,0087729773913792;0,00509951254827759
"13";0,00532526839165813;0,0092253896722494;0,00542157936334573
"14";0,0063625878566448;0,00958604302943716;0,00582580871199202
"15";0,00659318144218718;0,0104031175343908;0,00705513412556976
"16";0,00716071819218453;0,0112610138904301;0,007385381465827
"17";0,00779060892182847;0,0132443162487013;0,00769037831141412
"18";0,00813662370113558;0,0135013392555899;0,00787125413234383
"19";0,00851285555481953;0,0137575577029885;0,00819032485123147
"20";0,00894651590546903;0,014779287564226;0,00831470418448266
"21";0,00975144743681116;0,0152240509041352;0,00860500101249435
"22";0,0102549773014393;0,0162519456057258;0,00896047090108413
"23";0,0104715792116312;0,016681168461494;0,00958342051029751
"24";0,0110594209237292;0,0171178564530145;0,010355121236082
"25";0,0111045994880699;0,0180204896638894;0,0106082964557725
"26";0,0114327255399702;0,0189696199318792;0,0107514365598798
"27";0,0120352413448355;0,0202870718669831;0,0108009552957712
"28";0,0124198020793175;0,0210794191153573;0,0113089512689547
"29";0,0125665956678034;0,0216416397864251;0,0115371515097184
"30";0,0135535427032752;0,0216819851138185;0,0115141277360424
"31";0,0139718347163671;0,0217157202666413;0,011540540119188
"32";0,0140536165312778;0,0220123214585383;0,0116143193769317
"33";0,0142292388054357;0,0223309000514773;0,0115780493596017
"34";0,014377183336367;0,0223099772984122;0,0115500220349013
"35";0,0144252688054458;0,0228305228115027;0,0119056133587147
"36";0,0147204523281704;0,0239358041300771;0,0120882740693853
"37";0,0149024228143107;0,024473997915275;0,0121706961643458
"38";0,0153066196448032;0,025969481308965;0,0122077728942524
"39";0,0152912585935892;0,0263328818328731;0,0123112288011572
"40";0,0157100243491161;0,0269459703236614;0,0122481123553783
"41";0,0156817219054063;0,0277432280201437;0,0121903714926451
"42";0,0156480076660499;0,0280076261707507;0,0124509135289478
"43";0,0156806391361674;0,0281346716427401;0,0125395384279196
"44";0,0159196545559181;0,0283227274078686;0,0126767379917498
"45";0,0162007704139971;0,0284651722779204;0,0127164303355513
"46";0,0165692865227089;0,0282211742206182;0,0127328835333726
"47";0,0175619519504857;0,0284111989250016;0,0127930353739174
"48";0,0175993679388263;0,0282312696090901;0,012819938893834
"49";0,0176845887629573;0,0281537668436117;0,0129076120435991
