"";"Jurumirim";"Chavantes";"Capivara"
"1";0,001;0,001;0,001
"2";0,00132504301110043;0,00148148948389311;0,00133974063675158
"3";0,00163890798755079;0,00195130306822945;0,00163336719363015
"4";0,00196932259236637;0,00271029692421549;0,00222785461998252
"5";0,00261767259126874;0,00301628316595219;0,00261388074845543
"6";0,00288136727589845;0,00306644128392796;0,00290262241461065
"7";0,00309132471004877;0,00343613205510859;0,00329472167383314
"8";0,00331871513836906;0,00394551684873689;0,00361854651077192
"9";0,0037920388723555;0,00661573350836766;0,00389080921208418
"10";0,0042586607612268;0,00733908484000245;0,00441063029329682
"11";0,00440330458498371;0,00786102099211233;0,00490199765751083
"12";0,00468135594823085;0,00887618191379787;0,00517166260653115
"13";0,0053955700024633;0,00934832047848213;0,00550417130418856
"14";0,00644415296762684;0,00972948086607854;0,00591921908215521
"15";0,00668731414059201;0,0105688627551771;0,00716147266649867
"16";0,00726822532010942;0,0114511741189364;0,00750691727239889
"17";0,00791271049011503;0,0134622077680409;0,00782741427976258
"18";0,00827437707156111;0,0137493087195652;0,00802302888819712
"19";0,00866696472245635;0,0140344440386205;0,00835751838448536
"20";0,00911784350268739;0,015086784812073;0,00849701267468142
"21";0,00994132141232318;0,0155639990874752;0,00880287686278391
"22";0,0104647184414694;0,0166256794800881;0,00917424462749443
"23";0,0107019103418298;0,0170909994941895;0,00981443534498115
"24";0,0113113387658143;0,0175660272522267;0,0106065188691309
"25";0,011378897615456;0,0185088303088429;0,0108820765707947
"26";0,0117297784290117;0,0195006139794863;0,0110484168951111
"27";0,0123561142785939;0,0208637536529734;0,0111212315245486
"28";0,0127655771596923;0,0217042961042427;0,0116529263465874
"29";0,0129378118512182;0,0223161936272399;0,0119057425576032
"30";0,0139513385450458;0,0224067627753252;0,0119078399238402
"31";0,0143975304849908;0,0224904038212748;0,0119592061970663
"32";0,0145074095712007;0,0228369812284447;0,0120576783910941
"33";0,0147111683189365;0,0232051157894018;0,0120453349644189
"34";0,0148873049147343;0,0232307973203291;0,0120404922483668
"35";0,0149639476413252;0,0238013219104759;0,0124191913174601
"36";0,0152880706094852;0,0249592455513093;0,0126255834050424
"37";0,0154992672365803;0,0255529063172465;0,0127327369619903
"38";0,0159334304835511;0,0271066635498853;0,0127952283949452
"39";0,015948287027686;0,0275308591300323;0,0129232883284572
"40";0,0163975390015763;0,0282058963481744;0,0128838694655685
"41";0,0163999722212253;0,0290670312837225;0,0128489601117028
"42";0,0163969155546307;0,0293963983485905;0,0131314501724647
"43";0,0164600969788466;0,0295892193236629;0,0132412271039393
"44";0,0167298854162831;0,0298434222380034;0,0134000602230557
"45";0,0170420542700421;0,0300520787045373;0,013461328098499
"46";0,0174419388174327;0,0298735817128049;0,0134990714034183
"47";0,0184668744903412;0,0301278335669971;0,0135809289867801
"48";0,0185372741029292;0,0300117350825806;0,0136288191871039
"49";0,0186553863833874;0,0299970936295257;0,0137378131629698
"50";0,0190148684694643;0,0301171466576945;0,0136855107502023
"51";0,0190258008236437;0,0303242346576493;0,0138543882139361
"52";0,0193015071852649;0,0303548894962548;0,0140243189534644
"53";0,0193836499715096;0,0303972161824216;0,0140388591678837
"54";0,0193489327739261;0,0303649816181552;0,0142499654116463
"55";0,0194506169373636;0,0305976460150457;0,0143180400620381
"56";0,0198332068665541;0,0306646880839629;0,0145353058647221
"57";0,0202974023767716;0,0305931702721555;0,0151410248343286
"58";0,0205562215371796;0,031207458584638;0,0152668164479518
"59";0,0207541703131174;0,0312162882201444;0,0154515264230084
"60";0,0208398426937055;0,0312751468937543;0,0158228530486489
"61";0,0209344427598301;0,0313460220924279;0,0158473636672367
"62";0,0213469174101332;0,0318556637093703;0,0159167212222169
"63";0,021424030150431;0,0320818459500493;0,0159864338922716
"64";0,0215282227699105;0,0321074328045357;0,0160695881865757
"65";0,0217526513008085;0,0322317232558991;0,0161583975704295
"66";0,0224078018412451;0,0324101000879507;0,0162907037328128
"67";0,0225079923969268;0,0324456060766939;0,0163490844063436
"68";0,0224308664453659;0,0325926911855906;0,0164497170413216
"69";0,0224858288248027;0,032691121523231;0,0165545675241249
"70";0,0224891053815237;0,0328612937738625;0,0165263019127607
"71";0,0235018837930744;0,0327750972196553;0,0164697942135588
"72";0,0241348715390627;0,0327732887297004;0,0163594542902827
"73";0,0242228860168952;0,0326778262824201;0,0163036749927144
"74";0,0244096182511466;0,0326464763579365;0,0163350553512727
"75";0,0251061701881407;0,0325249571889985;0,0164178546439067
"76";0,025168471028095;0,0324574403915358;0,0164675078067323
"77";0,0253648439389659;0,0325924861496656;0,0165860003275375
"78";0,0255802828535923;0,0329633829256503;0,0167249763007065
"79";0,0257088222729755;0,0331886639105645;0,0167727708643568
"80";0,0259389107585987;0,0334031061747123;0,0167048164997358
"81";0,0259868932001671;0,033413477684003;0,0166582227269601
"82";0,0261106383725508;0,0334463907097804;0,0167697517001179
"83";0,0261966691860775;0,033501518403342;0,0168375164765057
"84";0,0262464266935443;0,033572391438672;0,0168414996390939
"85";0,0268576839659698;0,0336230740207657;0,0168534349120327
"86";0,0268896125991988;0,0335809724353328;0,0168514264973867
"87";0,026891684481214;0,0335065093013891;0,0168417862068137
"88";0,0268970995453827;0,0335783787475616;0,0167838722672937
"89";0,0269930850773531;0,0341757527295787;0,0167909422327245
"90";0,0270090356084141;0,0346212463200075;0,016748528551486
"91";0,0269898807751443;0,0349939796490709;0,016821598734187
"92";0,0269714905341055;0,0354774075163304;0,0168301770150168
"93";0,027064513937744;0,0359028419016673;0,0169102379549136
"94";0,027087672618502;0,0359094048108459;0,0168242621201544
"95";0,02737569913712;0,0359149482356033;0,0167572796650442
"96";0,0274937837404786;0,0359538410776119;0,01680391373206
"97";0,0274541496391963;0,0358626436877719;0,0169214632107079
"98";0,0274842529837522;0,035818618765912;0,0168827147513571
"99";0,0274054717359577;0,035736800199831;0,0168752011950767
"100";0,0275416135388898;0,035615623979759;0,0168507307777943
"101";0,02756389247868;0,0356359039000774;0,0168247617621084
"102";0,0276082572500338;0,0356543601287856;0,0167564275715725
"103";0,0276225804321322;0,0359243206183313;0,0167667425554064
"104";0,0277743951959341;0,0361165964868008;0,0169235461386857
"105";0,0280555061363745;0,0360930370199974;0,0168562650135964
"106";0,0281922150879482;0,0361102831248763;0,0169456852217488
"107";0,0281168640942478;0,0362354265014996;0,0169915461662634
"108";0,0280192076216542;0,0363110043764201;0,0169941330419438
"109";0,0280648656542984;0,036223869691895;0,0170348840281849
"110";0,0284129014428543;0,0365270446633084;0,0172465927181215
"111";0,028842086705614;0,0365488878232867;0,0173951466343327
"112";0,0288567321525426;0,0364928694860258;0,0173714507091623
"113";0,0289112651771479;0,0364196985740556;0,0173842087067855
"114";0,0288400994242735;0,0363855807538712;0,0173947769175809
"115";0,0287808552054567;0,0363192770916309;0,0174177374845174
"116";0,0287503038256704;0,0361779926013057;0,0173853687353633
"117";0,0287600674442644;0,0362290396678725;0,017360908686786
"118";0,029032920115136;0,03644902493325;0,0173287473439935
"119";0,0289978734665772;0,0365581919808631;0,0172731014043786
"120";0,0289298958444214;0,036531226511182;0,0172236798959959
"121";0,0288992306605611;0,0364604456155212;0,0173539122227973
