"";"Jurumirim";"Chavantes";"Capivara"
"1";0,001;0,001;0,001
"2";0,00132832161904899;0,00148454842305907;0,00134262972924956
"3";0,00164635016399056;0,0019585834677691;0,00163988724169444
"4";0,00198181443597826;0,00272330182756362;0,00223905063286846
"5";0,0026365736168112;0,00303632129669468;0,00263088563065424
"6";0,0029078868659685;0,00309392896357944;0,00292615630597898
"7";0,00312603532172976;0,00347153055404189;0,0033255593492207
"8";0,00336207363186927;0,00398986351640969;0,00365737177252769
"9";0,00384486287678544;0,00667286701131371;0,00393822764893426
"10";0,00432207372172711;0,00741296387350582;0,00446740417926414
"11";0,00447796457385182;0,00795294824753184;0,00496917967542687
"12";0,0047676127662895;0,0089875565967812;0,00524969148076627
"13";0,00549456110889438;0,0094803813664054;0,00559329061790927
"14";0,00655794051491314;0,00988271844793802;0,00601953300001926
"15";0,00681730001057518;0,0107450422777088;0,00727490156913385
"16";0,00741514874148565;0,0116522361105848;0,00763560048062411
"17";0,00807774005392346;0,013691596370596;0,00797152099085837
"18";0,00845846286130723;0,0140093925610822;0,00818134888457679
"19";0,00887072992323323;0,0143232589661511;0,00853037949077052
"20";0,00934209104539076;0,0154053492715003;0,0086835914677368
"21";0,0101873989462852;0,015913429745661;0,00900314833407091
"22";0,0107338954694997;0,0170063930555192;0,00938795908473587
"23";0,0109947764804612;0,0175043884376466;0,0100422023102916
"24";0,0116288645176206;0,0180139516723027;0,0108508855230989
"25";0,0117218737997293;0,0189927106193961;0,0111446285803821
"26";0,0120985466086007;0,020022494570343;0,0113297712259793
"27";0,0127517927896847;0,0214262074214161;0,0114213585898545
"28";0,0131893203249121;0,0223094024668659;0,0119720413664423
"29";0,0133902156162978;0,0229651407652239;0,0122445055017704
"30";0,0144336198400216;0,0230996896904179;0,0122666082181842
"31";0,0149110438425482;0,0232268828055081;0,0123378155322072
"32";0,0150522687171969;0,0236169137039471;0,0124558401345025
"33";0,0152873365705184;0,0240277256252984;0,0124623424779506
"34";0,0154947047756236;0,0240924723103119;0,012475609522296
"35";0,0156029557269914;0,0247047928379897;0,0128722384909243
"36";0,0159590759313998;0,025906429300489;0,0130969983529093
"37";0,016202520215523;0,0265457169034419;0,0132232456280405
"38";0,0166697299277089;0,0281471606243726;0,0133054453679312
"39";0,0167178840422041;0,0286209020901683;0,0134525248245487
"40";0,0172007067921247;0,0293463207153765;0,013431352462016
"41";0,0172369639375491;0,0302592709258151;0,0134139331113327
"42";0,0172677192663266;0,0306412531861419;0,013713065786584
"43";0,0173646531978199;0,0308869981275258;0,0138386549245245
"44";0,0176684816500804;0,031194214501502;0,014013438507144
"45";0,0180150055017717;0,0314558854017216;0,0140904691372988
"46";0,0184495091006563;0,0313298217556697;0,0141437667079877
"47";0,0195098399781723;0,0316353834791195;0,0142415383901007
"48";0,0196161924789602;0,0315701843053506;0,0143047466910869
"49";0,0197700518112249;0,0316055871114029;0,0144294309543294
"50";0,0201658598710494;0,0317749775726117;0,0143905309602105
"51";0,0202132403298057;0,0320300313762835;0,0145734557745507
"52";0,020526159907758;0,0321089114605851;0,0147591884374728
"53";0,0206466152388843;0,0321996646381074;0,014789342117503
"54";0,0206500001706947;0,0322162137760137;0,0150168476350415
"55";0,0207900254571012;0,032497550728051;0,0151019635169481
"56";0,0212109692253592;0,0326135895135596;0,0153366434490888
"57";0,021714365528887;0,0325907769657639;0,015960174579256
"58";0,0220129864731112;0,0332542386155355;0,0161034430444223
"59";0,0222510417432228;0,0333129694398614;0,0163073689315219
"60";0,0223778414654546;0,0334218681709193;0,0166987743867689
"61";0,0225142827099947;0,0335428005271499;0,0167434215337465
"62";0,0229695499390311;0,0341067854689214;0,0168334347835786
"63";0,0230894105817969;0,0343890222449528;0,0169249999074474
"64";0,0232362821226689;0,0344706391056232;0,0170306842215879
"65";0,0235034966782468;0,0346512071011225;0,0171422989656911
"66";0,024202270895732;0,0348863089482163;0,0172980315891802
"67";0,0243464377589166;0,0349783458870026;0,0173798313301241
"68";0,0243130275467779;0,0351819350924107;0,017503751472513
"69";0,0244113967607307;0,0353365273996287;0,0176326109120493
"70";0,0244506281305734;0,0355626499624829;0,0176286267381616
